country,year,GDP
High income: nonOECD,2002,1518544017006
High income: nonOECD,2003,1700664441038
High income: nonOECD,2004,2046540891507
High income: nonOECD,2005,2451779810946
High income: nonOECD,2006,2893985009727
High income: nonOECD,2007,3446998769568
High income: nonOECD,2008,4156422333809
High income: nonOECD,2009,3404017269100
High income: nonOECD,2010,4024583886541
Norway,1999,159045286696
Norway,2000,168288531891
Norway,2001,170922851073
Norway,2002,191927027230
Norway,2003,224880794327
Norway,2004,260029106207
Norway,2005,304060069848
Norway,2006,340041735966
Norway,2007,393479385840
Norway,2008,453885460992
Norway,2009,378849191624
Norway,2010,420945705225
Nepal,1999,5033642384
Nepal,2000,5494252207
Nepal,2001,6007061224
Nepal,2002,6050875806
Nepal,2003,6330476434
Nepal,2004,7273933992
Nepal,2005,8130258976
Nepal,2006,9043715355
Nepal,2007,10325618017
Nepal,2008,12545438605
Nepal,2009,12899651883
Nepal,2010,15994094606
New Zealand,1999,58176345425
New Zealand,2000,52011592675
New Zealand,2001,53305709023
New Zealand,2002,66020996599
New Zealand,2003,87440454378
New Zealand,2004,102986218487
New Zealand,2005,113791466880
New Zealand,2006,110205483337
New Zealand,2007,135294592082
New Zealand,2008,130459339598
New Zealand,2009,118952901992
New Zealand,2010,143466743661
High income: OECD,1999,25668791119204
High income: OECD,2000,26100224095547
High income: OECD,2001,25884350096591
High income: OECD,2002,26998281037510
High income: OECD,2003,30331352197874
High income: OECD,2004,33717112456480
High income: OECD,2005,35490791599942
High income: OECD,2006,37363521126658
High income: OECD,2007,40796265459931
High income: OECD,2008,43124079100060
High income: OECD,2009,40582578378374
High income: OECD,2010,42358994825139
OECD members,1999,26546968140876
OECD members,2000,27097550025310
OECD members,2001,26858592350847
OECD members,2002,28039741382795
OECD members,2003,31432380170562
OECD members,2004,34982703135876
OECD members,2005,36952007993239
OECD members,2006,38975395604505
OECD members,2007,42625395651834
OECD members,2008,45110068617076
OECD members,2009,42221805284244
OECD members,2010,44271376427985
Oman,1999,15710148340
Oman,2000,19507412380
Oman,2001,19452015761
Oman,2002,20142782997
Oman,2003,21633810317
Oman,2004,24763589276
Oman,2005,31081924827
Oman,2006,37215865059
Oman,2007,42085305930
Oman,2008,60905332090
Oman,2009,48388296879
Oman,2010,58641352878
Other small states,1999,26595102039
Other small states,2000,28241951284
Other small states,2001,27827446272
Other small states,2002,28515466625
Other small states,2003,36672058472
Other small states,2004,45607445234
Other small states,2005,53183533241
Other small states,2006,56886685998
Other small states,2007,66347875519
Other small states,2008,79679966292
Other small states,2009,68488524123
Other small states,2010,82018639965
Pakistan,1999,62973855718
Pakistan,2000,73952374969
Pakistan,2001,72309738921
Pakistan,2002,72306820396
Pakistan,2003,83244801092
Pakistan,2004,97977766197
Pakistan,2005,109502102510
Pakistan,2006,137264061106
Pakistan,2007,152385716311
Pakistan,2008,170077814106
Pakistan,2009,167874973609
Pakistan,2010,177165635077
Panama,1999,11456300000
Panama,2000,11620500000
Panama,2001,11807500000
Panama,2002,12272400000
Panama,2003,12933200000
Panama,2004,14179300000
Panama,2005,15464700000
Panama,2006,17137000000
Panama,2007,21121900000
Panama,2008,24884000000
Panama,2009,25925100000
Panama,2010,28814100000
Peru,1999,49308109291
Peru,2000,50936239280
Peru,2001,51592179795
Peru,2002,54452491886
Peru,2003,59034091562
Peru,2004,66730306799
Peru,2005,74963815412
Peru,2006,87985689388
Peru,2007,102172270670
Peru,2008,121571548180
Peru,2009,121200381042
Peru,2010,148522810971
Philippines,1999,82995145599
Philippines,2000,81026294682
Philippines,2001,76261998623
Philippines,2002,81357657790
Philippines,2003,83908205719
Philippines,2004,91371236938
Philippines,2005,103065972408
Philippines,2006,122210719245
Philippines,2007,149359920005
Philippines,2008,173602533344
Philippines,2009,168333540385
Philippines,2010,199589447424
Palau,1999,113485000
Palau,2000,159855700
Palau,2001,167035100
Palau,2002,168681200
Palau,2003,173898900
Palau,2004,191243000
Palau,2005,206232600
Palau,2006,208666100
Palau,2007,211558600
Palau,2008,213354500
Palau,2009,198202400
Palau,2010,197558700
Papua New Guinea,1999,3477060138
Papua New Guinea,2000,3521348154
Papua New Guinea,2001,3081029665
Papua New Guinea,2002,2999542369
Papua New Guinea,2003,3536459111
Papua New Guinea,2004,3927114465
Papua New Guinea,2005,4869032258
Papua New Guinea,2006,5521895424
Papua New Guinea,2007,6330639730
Papua New Guinea,2008,8000370370
Papua New Guinea,2009,8090942028
Papua New Guinea,2010,9717175432
Poland,1999,168224897393
Poland,2000,171708027298
Poland,2001,190901056474
Poland,2002,198679176378
Poland,2003,217514167875
Poland,2004,253525770715
Poland,2005,304412019236
Poland,2006,343338920225
Poland,2007,428948928326
Poland,2008,530185123692
Poland,2009,436476394987
Poland,2010,476687891752
Puerto Rico,1999,57840954000
Puerto Rico,2000,61701810000
Puerto Rico,2001,69668635000
Puerto Rico,2002,72546194000
Puerto Rico,2003,75833996000
Puerto Rico,2004,80322313000
Puerto Rico,2005,83914521340
Puerto Rico,2006,87276164364
Puerto Rico,2007,89524131617
Puerto Rico,2008,93639316000
Puerto Rico,2009,96385638000
Puerto Rico,2010,98381268000
Portugal,1999,127465545493
Portugal,2000,118358489957
Portugal,2001,121545880984
Portugal,2002,134228697534
Portugal,2003,164964195259
Portugal,2004,189195659111
Portugal,2005,197299605780
Portugal,2006,208556265151
Portugal,2007,240157009460
Portugal,2008,262017296166
Portugal,2009,243731066786
Portugal,2010,238303443425
Paraguay,1999,8392549702
Paraguay,2000,8195993230
Paraguay,2001,7662595075
Paraguay,2002,6325151760
Paraguay,2003,6588103836
Paraguay,2004,8033877360
Paraguay,2005,8734651405
Paraguay,2006,10662013273
Paraguay,2007,13794909537
Paraguay,2008,18504128632
Paraguay,2009,15929903100
Paraguay,2010,20030529733
Pacific island small states,1999,3672292815
Pacific island small states,2000,3434142911
Pacific island small states,2001,3357161727
Pacific island small states,2002,3539505609
Pacific island small states,2003,4164226696
Pacific island small states,2004,4814395694
Pacific island small states,2005,5264864691
Pacific island small states,2006,5534256408
Pacific island small states,2007,6067244010
Pacific island small states,2008,6523272046
Pacific island small states,2009,5741401929
Pacific island small states,2010,6373020822
French Polynesia,1999,3797016068
French Polynesia,2000,3447543137
Qatar,1999,12393131510
Qatar,2000,17759889598
Qatar,2001,17538461033
Qatar,2002,19363735705
Qatar,2003,23533790530
Qatar,2004,31734065019
Qatar,2005,44530493222
Qatar,2006,60882141102
Qatar,2007,79711810889
Qatar,2008,115269776897
Qatar,2009,97798348829
Qatar,2010,125122249141
Romania,1999,35592337082
Romania,2000,37305099928
Romania,2001,40585886768
Romania,2002,45988510813
Romania,2003,59466017705
Romania,2004,75794733525
Romania,2005,99172613715
Romania,2006,122695850811
Romania,2007,170616958884
Romania,2008,204338605783
Romania,2009,164344371295
Romania,2010,164792252745
Russian Federation,1999,195905767668
Russian Federation,2000,259708496267
Russian Federation,2001,306602673980
Russian Federation,2002,345110438693
Russian Federation,2003,430347770733
Russian Federation,2004,591016690742
Russian Federation,2005,764000901159
Russian Federation,2006,989930542278
Russian Federation,2007,1299705247685
Russian Federation,2008,1660844408499
Russian Federation,2009,1222643696991
Russian Federation,2010,1524916112078
Rwanda,1999,1817655191
Rwanda,2000,1734938190
Rwanda,2001,1674685125
Rwanda,2002,1677447003
Rwanda,2003,1845979351
Rwanda,2004,2089188920
Rwanda,2005,2581465675
Rwanda,2006,3110327822
Rwanda,2007,3775447705
Rwanda,2008,4796573942
Rwanda,2009,5308990208
Rwanda,2010,5698548923
South Asia,1999,599543853870
South Asia,2000,622975897561
South Asia,2001,638745671205
South Asia,2002,672494121092
South Asia,2003,784882714578
South Asia,2004,911124327837
South Asia,2005,1044617146262
South Asia,2006,1204769690873
South Asia,2007,1525956523794
South Asia,2008,1552407202566
South Asia,2009,1706429173209
South Asia,2010,2086121491226
Saudi Arabia,1999,160957062621
Saudi Arabia,2000,188441864874
Saudi Arabia,2001,183012268441
Saudi Arabia,2002,188551196398
Saudi Arabia,2003,214572800000
Saudi Arabia,2004,258742133333
Saudi Arabia,2005,328459608764
Saudi Arabia,2006,376900133511
Saudi Arabia,2007,415909018143
Saudi Arabia,2008,519796800000
Saudi Arabia,2009,429097866666
Saudi Arabia,2010,526811466666
Sudan,1999,10682027634
Sudan,2000,12257299147
Sudan,2001,13182872559
Sudan,2002,14803423344
Sudan,2003,17646271378
Sudan,2004,21457886198
Sudan,2005,26524992244
Sudan,2006,35821858723
Sudan,2007,45898948553
Sudan,2008,54527549913
Sudan,2009,53149439400
Sudan,2010,65632081240
Senegal,1999,5144045092
Senegal,2000,4679604921
Senegal,2001,4877602012
Senegal,2002,5333862343
Senegal,2003,6858952716
Senegal,2004,8031344239
Senegal,2005,8707015063
Senegal,2006,9358710763
Senegal,2007,11284603480
Senegal,2008,13386346542
Senegal,2009,12812994669
Senegal,2010,12932427724
Singapore,1999,86285332761
Singapore,2000,95835970989
Singapore,2001,89285087394
Singapore,2002,91941791943
Singapore,2003,97002305536
Singapore,2004,114186643421
Singapore,2005,127417879442
Singapore,2006,147794117647
Singapore,2007,179981089530
Singapore,2008,192231202951
Singapore,2009,192406441416
Singapore,2010,236420337242
Solomon Islands,1999,482214092
Solomon Islands,2000,435101217
Solomon Islands,2001,400464593
Solomon Islands,2002,341663053
Solomon Islands,2003,332736306
Solomon Islands,2004,375109694
Solomon Islands,2005,413909879
Solomon Islands,2006,456735444
Solomon Islands,2007,516209150
Solomon Islands,2008,608292551
Solomon Islands,2009,597765363
Solomon Islands,2010,681587104
Sierra Leone,1999,669384768
Sierra Leone,2000,635874002
Sierra Leone,2001,1079478387
Sierra Leone,2002,1239004287
Sierra Leone,2003,1371442565
Sierra Leone,2004,1431208677
Sierra Leone,2005,1627853086
Sierra Leone,2006,1887429109
Sierra Leone,2007,2158653216
Sierra Leone,2008,2505620416
Sierra Leone,2009,2453972925
Sierra Leone,2010,2578159495
El Salvador,1999,12464700000
El Salvador,2000,13134100000
El Salvador,2001,13812700000
El Salvador,2002,14306700000
El Salvador,2003,15046700000
El Salvador,2004,15798300000
El Salvador,2005,17093800000
El Salvador,2006,18550700000
El Salvador,2007,20104900000
El Salvador,2008,21431000000
El Salvador,2009,20661000000
El Salvador,2010,21418300000
San Marino,1999,853373879
San Marino,2000,773907642
San Marino,2001,815205233
San Marino,2002,879957209
San Marino,2003,1122981525
San Marino,2004,1317357834
San Marino,2005,1375416604
San Marino,2006,1469075398
San Marino,2007,1687653983
San Marino,2008,1899809579
Serbia,1999,18409364146
Serbia,2000,6540247190
Serbia,2001,12267175481
Serbia,2002,16116843146
Serbia,2003,21188704081
Serbia,2004,24861483280
Serbia,2005,26252007830
Serbia,2006,30607991862
Serbia,2007,40289556656
Serbia,2008,49259526052
Serbia,2009,42616653299
Serbia,2010,39368633038
Sub-Saharan Africa (developing only),1999,336500516213
Sub-Saharan Africa (developing only),2000,360196700986
Sub-Saharan Africa (developing only),2001,333785749681
Sub-Saharan Africa (developing only),2002,356644845524
Sub-Saharan Africa (developing only),2003,455583944390
Sub-Saharan Africa (developing only),2004,566150209037
Sub-Saharan Africa (developing only),2005,661094690497
Sub-Saharan Africa (developing only),2006,771918766539
Sub-Saharan Africa (developing only),2007,903133090399
Sub-Saharan Africa (developing only),2008,1027889442796
Sub-Saharan Africa (developing only),2009,985495366442
Sub-Saharan Africa (developing only),2010,1322703953903
South Sudan,2008,15550350865
South Sudan,2009,12231253563
South Sudan,2010,15727809699
Sub-Saharan Africa (all income levels),1999,337117320214
Sub-Saharan Africa (all income levels),2000,361239483223
Sub-Saharan Africa (all income levels),2001,335245611358
Sub-Saharan Africa (all income levels),2002,358451073700
Sub-Saharan Africa (all income levels),2003,458068645127
Sub-Saharan Africa (all income levels),2004,570565498466
Sub-Saharan Africa (all income levels),2005,669327963078
Sub-Saharan Africa (all income levels),2006,780014080307
Sub-Saharan Africa (all income levels),2007,913352470066
Sub-Saharan Africa (all income levels),2008,1043363133300
Sub-Saharan Africa (all income levels),2009,994954321498
Sub-Saharan Africa (all income levels),2010,1334424376653
Small states,1999,59872712792
Small states,2000,63959645100
Small states,2001,64341176952
Small states,2002,67007607714
Small states,2003,78258641999
Small states,2004,91192376905
Small states,2005,105035542747
Small states,2006,114911890583
Small states,2007,130853809100
Small states,2008,152901939212
Small states,2009,130375221021
Small states,2010,147766695232
Sao Tome and Principe,2000,76709304
Sao Tome and Principe,2001,76553443
Sao Tome and Principe,2002,84617970
Sao Tome and Principe,2003,101315399
Sao Tome and Principe,2004,110723361
Sao Tome and Principe,2005,123258507
Sao Tome and Principe,2006,135181861
Sao Tome and Principe,2007,144259256
Sao Tome and Principe,2008,183464986
Sao Tome and Principe,2009,196473838
Sao Tome and Principe,2010,201037916
Suriname,1999,885444186
Suriname,2000,892164393
Suriname,2001,763465550
Suriname,2002,1078402127
Suriname,2003,1271196078
Suriname,2004,1484092538
Suriname,2005,1793557833
Suriname,2006,2626093294
Suriname,2007,2936612021
Suriname,2008,3532969034
Suriname,2009,3875409836
Suriname,2010,4368398047
Slovak Republic,1999,30409021947
Slovak Republic,2000,29110067256
Slovak Republic,2001,30699979418
Slovak Republic,2002,35144769433
Slovak Republic,2003,46810992099
Slovak Republic,2004,57329422647
Slovak Republic,2005,62676556398
Slovak Republic,2006,70450243382
Slovak Republic,2007,86030964960
Slovak Republic,2008,99832535520
Slovak Republic,2009,88634272020
Slovak Republic,2010,89011919205
Slovenia,1999,22689556844
Slovenia,2000,20341391805
Slovenia,2001,20875944894
Slovenia,2002,23563028318
Slovenia,2003,29698471223
Slovenia,2004,34470563470
Slovenia,2005,36344911638
Slovenia,2006,39585411480
Slovenia,2007,48114688201
Slovenia,2008,55589849128
Slovenia,2009,50244793831
Slovenia,2010,47972988741
Sweden,1999,270847937645
Sweden,2000,259802012617
Sweden,2001,239917320966
Sweden,2002,263926220332
Sweden,2003,331108912605
Sweden,2004,381705944707
Sweden,2005,389042905733
Sweden,2006,420029322674
Sweden,2007,487818493601
Sweden,2008,513965715632
Sweden,2009,429655957162
Sweden,2010,488377689564
Swaziland,1999,1547884442
Swaziland,2000,1524496383
Swaziland,2001,1349339652
Swaziland,2002,1224226095
Swaziland,2003,1854032545
Swaziland,2004,2420645241
Swaziland,2005,2584089443
Swaziland,2006,2947943587
Swaziland,2007,3053851503
Swaziland,2008,3019779208
Swaziland,2009,3144708270
Swaziland,2010,3891575151
Seychelles,1999,622985493
Seychelles,2000,614879764
Seychelles,2001,622262057
Seychelles,2002,697518248
Seychelles,2003,705704816
Seychelles,2004,916940120
Seychelles,2005,916940120
Seychelles,2006,1019696244
Seychelles,2007,1018952395
Seychelles,2008,962317618
Seychelles,2009,847427370
Seychelles,2010,973360306
Syrian Arab Republic,1999,15873875968
Syrian Arab Republic,2000,19325894913
Syrian Arab Republic,2001,21099833783
Syrian Arab Republic,2002,21582248881
Syrian Arab Republic,2003,21828144686
Syrian Arab Republic,2004,25086930693
Syrian Arab Republic,2005,28858965517
Syrian Arab Republic,2006,33332844574
Syrian Arab Republic,2007,40405006007
Chad,1999,1534673583
Chad,2000,1385058161
Chad,2001,1709347793
Chad,2002,1987622279
Chad,2003,2736666515
Chad,2004,4414929219
Chad,2005,6646663561
Chad,2006,7422102655
Chad,2007,8638713245
Chad,2008,10351934916
Chad,2009,9253486068
Chad,2010,10657705536
Togo,1999,1576094484
Togo,2000,1294250279
Togo,2001,1332328986
Togo,2002,1474630199
Togo,2003,1673690389
Togo,2004,1937074537
Togo,2005,2115154090
Togo,2006,2202809210
Togo,2007,2523462648
Togo,2008,3163416556
Togo,2009,3163000590
Togo,2010,3172945506
Thailand,1999,122629741698
Thailand,2000,122725247705
Thailand,2001,115536405150
Thailand,2002,126876918690
Thailand,2003,142640079033
Thailand,2004,161339790594
Thailand,2005,176351948403
Thailand,2006,207088828467
Thailand,2007,246976870172
Thailand,2008,272577799257
Thailand,2009,263711244888
Thailand,2010,318907930075
Tajikistan,1999,1086567367
Tajikistan,2000,860550294
Tajikistan,2001,1080774005
Tajikistan,2002,1221113794
Tajikistan,2003,1554125542
Tajikistan,2004,2076148710
Tajikistan,2005,2312319579
Tajikistan,2006,2830236053
Tajikistan,2007,3719497371
Tajikistan,2008,5161336170
Tajikistan,2009,4979481980
Tajikistan,2010,5642178579
Turkmenistan,1999,2450686659
Turkmenistan,2000,2904662604
Turkmenistan,2001,3534771968
Turkmenistan,2002,4462028988
Turkmenistan,2003,5977440582
Turkmenistan,2004,6838351088
Turkmenistan,2005,8104355716
Turkmenistan,2006,10277598152
Turkmenistan,2007,12664165103
Turkmenistan,2008,19271523178
Turkmenistan,2009,20214385964
Turkmenistan,2010,22148070175
Timor-Leste,2000,368000000
Timor-Leste,2001,452000000
Timor-Leste,2002,444000000
Timor-Leste,2003,453000000
Timor-Leste,2004,466000000
Timor-Leste,2005,491000000
Timor-Leste,2006,463000000
Timor-Leste,2007,559000000
Timor-Leste,2008,694000000
Timor-Leste,2009,818000000
Timor-Leste,2010,934000000
Tonga,1999,194669501
Tonga,2000,188623258
Tonga,2001,167042880
Tonga,2002,181801946
Tonga,2003,208098551
Tonga,2004,240794581
Tonga,2005,264812953
Tonga,2006,295998379
Tonga,2007,301064027
Tonga,2008,346850175
Tonga,2009,318522296
Tonga,2010,369212477
Trinidad and Tobago,1999,6808976096
Trinidad and Tobago,2000,8154315701
Trinidad and Tobago,2001,8824873155
Trinidad and Tobago,2002,9008273516
Trinidad and Tobago,2003,11235960527
Trinidad and Tobago,2004,12884712295
Trinidad and Tobago,2005,16088526685
Trinidad and Tobago,2006,18460889362
Trinidad and Tobago,2007,21830397704
Trinidad and Tobago,2008,28165793617
Trinidad and Tobago,2009,19332270662
Trinidad and Tobago,2010,20758191857
Tunisia,1999,22943685719
Tunisia,2000,21473188881
Tunisia,2001,22066101341
Tunisia,2002,23141757277
Tunisia,2003,27453084982
Tunisia,2004,31183139301
Tunisia,2005,32282960678
Tunisia,2006,34378437265
Tunisia,2007,38920218579
Tunisia,2008,44856586316
Tunisia,2009,43454935940
Tunisia,2010,44426016487
Turkey,1999,249751469771
Turkey,2000,266567532725
Turkey,2001,196005289695
Turkey,2002,232534560441
Turkey,2003,303005303081
Turkey,2004,392166275594
Turkey,2005,482979839089
Turkey,2006,530900094644
Turkey,2007,647155131936
Turkey,2008,730337495735
Turkey,2009,614553921806
Turkey,2010,731168051903
Tuvalu,1999,13686699
Tuvalu,2000,13741844
Tuvalu,2001,13196254
Tuvalu,2002,15451309
Tuvalu,2003,18230911
Tuvalu,2004,21535683
Tuvalu,2005,21839543
Tuvalu,2006,22903319
Tuvalu,2007,27030996
Tuvalu,2008,30290770
Tuvalu,2009,27101312
Tuvalu,2010,31824701
Tanzania,1999,9697847589
Tanzania,2000,10185786170
Tanzania,2001,10383560997
Tanzania,2002,10805600068
Tanzania,2003,11659129814
Tanzania,2004,12825801916
Tanzania,2005,14141916592
Tanzania,2006,14331231238
Tanzania,2007,21501395561
Tanzania,2008,27282210005
Tanzania,2009,28596269868
Tanzania,2010,30917376837
Uganda,1999,5998563257
Uganda,2000,6193246837
Uganda,2001,5840503868
Uganda,2002,6178563590
Uganda,2003,6336696288
Uganda,2004,7940362799
Uganda,2005,9013834879
Uganda,2006,9942597779
Uganda,2007,12292814316
Uganda,2008,14239027457
Uganda,2009,16992872448
Uganda,2010,18803852465
Ukraine,1999,31580639053
Ukraine,2000,31261527363
Ukraine,2001,38009344576
Ukraine,2002,42392896031
Ukraine,2003,50132953288
Ukraine,2004,64883060725
Ukraine,2005,86142018069
Ukraine,2006,107753069306
Ukraine,2007,142719009900
Ukraine,2008,179992405832
Ukraine,2009,117227769791
Ukraine,2010,136419300367
Upper middle income,1999,3915098651878
Upper middle income,2000,4265907683782
Upper middle income,2001,4277304825447
Upper middle income,2002,4273954205159
Upper middle income,2003,4766685575560
Upper middle income,2004,5670198365367
Upper middle income,2005,6750719794617
Upper middle income,2006,7930420297119
Upper middle income,2007,9778607652415
Upper middle income,2008,11885950141032
Upper middle income,2009,11750732524729
Upper middle income,2010,14113318156511
Uruguay,1999,23983945190
Uruguay,2000,22823255805
Uruguay,2001,20898788420
Uruguay,2002,13606494599
Uruguay,2003,12045627411
Uruguay,2004,13686333821
Uruguay,2005,17362872704
Uruguay,2006,19579479148
Uruguay,2007,23410536926
Uruguay,2008,30366148181
Uruguay,2009,30461322497
Uruguay,2010,38881102099
United States,1999,9660600000000
United States,2000,10284800000000
United States,2001,10621800000000
United States,2002,10977500000000
United States,2003,11510700000000
United States,2004,12274900000000
United States,2005,13093700000000
United States,2006,13855900000000
United States,2007,14477600000000
United States,2008,14718600000000
United States,2009,14418700000000
United States,2010,14964400000000
Uzbekistan,1999,17078465982
Uzbekistan,2000,13760374487
Uzbekistan,2001,11401351420
Uzbekistan,2002,9687951055
Uzbekistan,2003,10128112401
Uzbekistan,2004,12030023547
Uzbekistan,2005,14307509838
Uzbekistan,2006,17030896203
Uzbekistan,2007,22311393927
Uzbekistan,2008,27934030937
Uzbekistan,2009,32816828372
Uzbekistan,2010,39332770928
St. Vincent and the Grenadines,1999,331866660
St. Vincent and the Grenadines,2000,396261363
St. Vincent and the Grenadines,2001,430039288
St. Vincent and the Grenadines,2002,461883436
St. Vincent and the Grenadines,2003,481806287
St. Vincent and the Grenadines,2004,521975101
St. Vincent and the Grenadines,2005,550728656
St. Vincent and the Grenadines,2006,610778285
St. Vincent and the Grenadines,2007,684049037
St. Vincent and the Grenadines,2008,695428851
St. Vincent and the Grenadines,2009,674922481
St. Vincent and the Grenadines,2010,681225962
"Venezuela, RB",1999,97974136436
"Venezuela, RB",2000,117147614565
"Venezuela, RB",2001,122909734601
"Venezuela, RB",2002,92889586976
"Venezuela, RB",2003,83622191418
"Venezuela, RB",2004,112451400422
"Venezuela, RB",2005,145513489651
"Venezuela, RB",2006,183477522123
"Venezuela, RB",2007,230364229156
"Venezuela, RB",2008,315600372612
"Venezuela, RB",2009,329419189566
"Venezuela, RB",2010,393801556872
Vietnam,1999,28683658004
Vietnam,2000,33640085727
Vietnam,2001,35291349277
Vietnam,2002,37947904054
Vietnam,2003,42717072777
Vietnam,2004,49424107709
Vietnam,2005,57633255739
Vietnam,2006,66371664817
Vietnam,2007,77414425532
Vietnam,2008,99130304099
Vietnam,2009,106014600963
Vietnam,2010,115931749904
Vanuatu,1999,267999225
Vanuatu,2000,272014693
Vanuatu,2001,257926881
Vanuatu,2002,262603781
Vanuatu,2003,314463144
Vanuatu,2004,364996869
Vanuatu,2005,394962552
Vanuatu,2006,437072933
Vanuatu,2007,526425740
Vanuatu,2008,607983815
Vanuatu,2009,610075806
Vanuatu,2010,700804286
West Bank and Gaza,1999,4271509595
West Bank and Gaza,2000,4316456402
West Bank and Gaza,2001,4007793546
West Bank and Gaza,2002,3557451046
West Bank and Gaza,2003,3959278954
West Bank and Gaza,2004,4327268305
West Bank and Gaza,2005,4834276370
West Bank and Gaza,2006,4914728157
West Bank and Gaza,2007,5508346521
West Bank and Gaza,2008,6673500000
West Bank and Gaza,2009,7268200000
West Bank and Gaza,2010,8913100000
World,1999,32184291122987
World,2000,33227328366004
World,2001,33032864604369
World,2002,34317422710816
World,2003,38539724364925
World,2004,43421365629051
World,2005,46975273460934
World,2006,50890620225304
World,2007,57345798219740
World,2008,62878208408425
World,2009,59560637394174
World,2010,65237804618726
Samoa,1999,258831775
Samoa,2000,269019710
Samoa,2001,273088357
Samoa,2002,288075318
Samoa,2003,338836026
Samoa,2004,420318071
Samoa,2005,462644663
Samoa,2006,508505414
Samoa,2007,550967295
Samoa,2008,644145158
Samoa,2009,562357861
Samoa,2010,643059403
"Yemen, Rep.",1999,7641101221
"Yemen, Rep.",2000,9636342274
"Yemen, Rep.",2001,9854042164
"Yemen, Rep.",2002,10693278291
"Yemen, Rep.",2003,11777768086
"Yemen, Rep.",2004,13873500887
"Yemen, Rep.",2005,16753787028
"Yemen, Rep.",2006,19081726103
"Yemen, Rep.",2007,25633674563
"Yemen, Rep.",2008,30397203368
"Yemen, Rep.",2009,27838718233
"Yemen, Rep.",2010,31743751169
South Africa,1999,136631881361
South Africa,2000,136361790996
South Africa,2001,121515880074
South Africa,2002,115482304205
South Africa,2003,175256866088
South Africa,2004,228593703989
South Africa,2005,257772766354
South Africa,2006,271638630110
South Africa,2007,299419609395
South Africa,2008,286769850245
South Africa,2009,295939963709
South Africa,2010,375349442837
"Congo, Dem. Rep.",1999,4711259427
"Congo, Dem. Rep.",2000,19088046305
"Congo, Dem. Rep.",2001,7438044091
"Congo, Dem. Rep.",2002,8728038480
"Congo, Dem. Rep.",2003,8937556125
"Congo, Dem. Rep.",2004,10297481446
"Congo, Dem. Rep.",2005,11964484457
"Congo, Dem. Rep.",2006,14296505933
"Congo, Dem. Rep.",2007,16364027646
"Congo, Dem. Rep.",2008,19206015304
"Congo, Dem. Rep.",2009,18262675199
"Congo, Dem. Rep.",2010,21561941369
Zambia,1999,3404284652
Zambia,2000,3600631918
Zambia,2001,4094441301
Zambia,2002,4193850445
Zambia,2003,4901869715
Zambia,2004,6221109716
Zambia,2005,8331863989
Zambia,2006,12756957883
Zambia,2007,14056878376
Zambia,2008,17911046608
Zambia,2009,15328314220
Zambia,2010,20265396325
Zimbabwe,1999,6858013100
Zimbabwe,2000,6689957600
Zimbabwe,2001,6777384700
Zimbabwe,2002,6342116400
Zimbabwe,2003,5727591800
Zimbabwe,2004,5805598400
Zimbabwe,2005,5755215200
Zimbabwe,2006,5443896500
Zimbabwe,2007,5291950100
Zimbabwe,2008,4415702800
Zimbabwe,2009,8157077400
Zimbabwe,2010,9456808200
